#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         194     1.58653   -0.408051     0.19105
         195     1.59308   -0.397788    0.190346
         196     1.59999   -0.387596    0.189647
         197     1.60673   -0.377472    0.188955
         198     1.61345   -0.367417    0.188268
         199     1.61961   -0.357432    0.187586
         200     1.62659   -0.347512     0.18691
         201      1.6324   -0.337662     0.18624
         202     1.63844   -0.327879    0.185575
         203     1.64416   -0.318164    0.184914
         204        1.65   -0.308516     0.18426
         205     1.65496   -0.298939    0.183609
         206     1.65946   -0.289432    0.182964
         207     1.66348   -0.279997    0.182323
         208     1.66721   -0.270636    0.181687
         209     1.67062   -0.261348    0.181055
         210     1.67367   -0.252133    0.180427
         211     1.67561   -0.242997    0.179803
         212     1.67617   -0.233944    0.179183
         213     1.67626   -0.224976    0.178566
         214     1.67585   -0.216094    0.177952
         215     1.67539   -0.207296    0.177342
         216      1.6729   -0.198592    0.176734
         217      1.6698   -0.189981    0.176129
         218       1.667   -0.181463    0.175527
         219     1.66207   -0.173045    0.174928
         220     1.65737   -0.164725     0.17433
         221     1.65071   -0.156511    0.173735
         222     1.64304   -0.148404    0.173141
         223     1.63457   -0.140409    0.172549
         224     1.62458    -0.13253    0.171959
         225      1.6138   -0.124768     0.17137
         226     1.60175   -0.117129    0.170782
         227     1.58897   -0.109613    0.170195
         228     1.57501   -0.102224    0.169608
         229     1.56064  -0.0949628    0.169023
         230      1.5462  -0.0878273    0.168439
         231     1.52983  -0.0808244    0.167855
         232     1.51355  -0.0739521    0.167272
         233     1.49555  -0.0672161     0.16669
         234     1.47715  -0.0606162    0.166108
         235      1.4587   -0.054151    0.165527
         236     1.44106  -0.0478154    0.164947
         237      1.4229  -0.0416098    0.164368
         238     1.40435  -0.0355344    0.163789
         239     1.38671  -0.0295836    0.163212
         240     1.36866  -0.0237575    0.162636
         241     1.35175    -0.01805    0.162061
         242     1.33462  -0.0124605    0.161488
         243     1.31807 -0.00698504    0.160916
         244     1.30171 -0.00162154    0.160346
         245     1.28727  0.00363924    0.159778
         246     1.27215   0.0087958    0.159211
         247     1.25953   0.0138595    0.158647
         248     1.24773   0.0188348    0.158086
         249     1.23655   0.0237252    0.157526
         250     1.22669   0.0285371     0.15697
         251     1.21672   0.0332708    0.156416
         252     1.20758   0.0379308    0.155864
         253     1.19949   0.0425219    0.155316
         254      1.1922   0.0470483     0.15477
         255     1.18544   0.0515125    0.154228
         256     1.17916   0.0559174    0.153688
         257     1.17382   0.0602672    0.153152
         258     1.16913   0.0645651    0.152619
         259      1.1653   0.0688151    0.152088
         260     1.16228   0.0730207    0.151562
         261     1.16004   0.0771855    0.151038
         262     1.15805    0.081311    0.150518
         263     1.15652   0.0853992    0.150001
         264      1.1554   0.0894522    0.149488
         265     1.15491   0.0934728    0.148978
         266     1.15404   0.0974599    0.148471
         267     1.15397    0.101417    0.147968
         268     1.15371    0.105343    0.147468
         269     1.15322    0.109239    0.146971
         270      1.1537    0.113107    0.146477
         271     1.15535    0.116953    0.145987
         272     1.15672    0.120776    0.145501
         273     1.15732    0.124573    0.145017
         274     1.15905    0.128348    0.144537
         275     1.16045    0.132101     0.14406
         276     1.16274    0.135835    0.143587
         277     1.16469     0.13955    0.143116
         278     1.16656    0.143244    0.142649
         279     1.16858    0.146919    0.142185
         280     1.17003    0.150573    0.141724
         281      1.1719    0.154208    0.141267
         282     1.17394    0.157824    0.140812
         283     1.17737    0.161426     0.14036
         284       1.181    0.165016    0.139912
         285     1.18436    0.168593    0.139467
         286     1.18723    0.172155    0.139025
         287     1.19107    0.175705    0.138586
         288     1.19519    0.179245     0.13815
         289     1.19959    0.182775    0.137717
         290     1.20405    0.186297    0.137287
         291     1.20883    0.189811     0.13686
         292     1.21396    0.193318    0.136436
         293     1.21896    0.196819    0.136016
         294      1.2253    0.200317    0.135598
         295     1.23178    0.203813    0.135183
         296     1.23866     0.20731    0.134772
         297     1.24569    0.210806    0.134363
         298     1.25313    0.214303    0.133958
         299     1.26144    0.217806    0.133556
         300     1.26991    0.221313    0.133157
         301     1.27853    0.224825    0.132761
         302     1.28776    0.228345    0.132368
         303     1.29687    0.231871    0.131978
         304     1.30703    0.235408    0.131591
         305     1.31751    0.238956    0.131207
         306     1.32731    0.242512    0.130827
         307     1.33832    0.246082    0.130449
         308     1.34909    0.249663    0.130075
         309      1.3603    0.253257    0.129704
         310      1.3724    0.256868    0.129335
         311     1.38393    0.260492     0.12897
         312     1.39509    0.264128    0.128608
         313     1.40658    0.267778    0.128249
         314     1.41839    0.271442    0.127893
         315     1.43002     0.27512     0.12754
         316     1.44121    0.278811     0.12719
         317     1.45268    0.282514    0.126842
         318     1.46515    0.286233    0.126498
         319     1.47693    0.289965    0.126156
         320     1.48802    0.293709    0.125818
         321     1.50011    0.297467    0.125482
         322     1.51272    0.301241    0.125149
         323     1.52491     0.30503    0.124819
         324     1.53715    0.308833    0.124492
         325     1.54921    0.312649    0.124167
         326     1.56109    0.316479    0.123845
         327     1.57351    0.320323    0.123526
         328      1.5855     0.32418     0.12321
         329     1.59682    0.328048    0.122896
         330     1.60889     0.33193    0.122585
         331     1.62096    0.335824    0.122276
         332     1.63349    0.339733     0.12197
         333     1.64597    0.343655    0.121667
         334      1.6581    0.347591    0.121366
         335     1.67104    0.351541    0.121068
         336     1.68305    0.355504    0.120773
         337     1.69432    0.359477     0.12048
         338     1.70669    0.363463    0.120189
         339     1.71745    0.367457    0.119901
         340     1.72848     0.37146    0.119615
         341     1.73824    0.375468    0.119332
         342     1.74715    0.379479     0.11905
         343     1.75515     0.38349    0.118771
         344     1.76336    0.387501    0.118493
         345     1.77126    0.391512    0.118217
         346     1.77636    0.395514    0.117944
         347       1.782     0.39951    0.117671
         348     1.78693    0.403497    0.117401
         349      1.7899    0.407469    0.117132
         350     1.79233    0.411426    0.116864
         351     1.79299    0.415362    0.116597
         352     1.79309    0.419276    0.116331
         353     1.79212    0.423165    0.116067
         354     1.78961    0.427025    0.115803
         355     1.78653    0.430855     0.11554
         356     1.78313    0.434653    0.115278
         357     1.77753    0.438415    0.115017
         358     1.77143    0.442138    0.114756
         359     1.76463    0.445822    0.114495
         360     1.75693    0.449464    0.114235
         361     1.74839    0.453062    0.113975
         362     1.73881    0.456614    0.113716
         363      1.7285    0.460118    0.113456
         364     1.71871    0.463575    0.113197
         365     1.70687    0.466982    0.112938
         366       1.694    0.470334     0.11268
         367     1.68067    0.473632    0.112421
         368     1.66813    0.476878    0.112162
         369     1.65502    0.480071    0.111904
         370     1.64236    0.483212    0.111645
         371     1.62879      0.4863    0.111387
         372     1.61508    0.489334    0.111129
         373      1.6013    0.492315    0.110871
         374     1.58703    0.495242    0.110613
         375     1.57329    0.498117    0.110355
         376     1.55989    0.500941    0.110098
         377     1.54665    0.503715    0.109841
         378     1.53313    0.506438    0.109584
         379     1.51985    0.509112    0.109328
         380     1.50638    0.511737    0.109071
         381     1.49346    0.514313    0.108816
         382     1.48187    0.516846     0.10856
         383     1.46994    0.519335    0.108305
         384     1.45842     0.52178    0.108051
         385     1.44759    0.524185    0.107797
         386     1.43699     0.52655    0.107544
         387     1.42713    0.528877    0.107291
         388     1.41803    0.531168    0.107039
         389     1.40997    0.533427    0.106788
         390     1.40129    0.535653    0.106537
         391     1.39274    0.537845    0.106287
         392     1.38507    0.540006    0.106038
         393     1.37807    0.542139    0.105789
         394     1.37202    0.544245    0.105542
         395      1.3667    0.546327    0.105295
         396      1.3624    0.548388     0.10505
         397     1.35961    0.550431    0.104805
         398     1.35718    0.552458    0.104561
         399     1.35536     0.55447    0.104318
         400     1.35417     0.55647    0.104077
         401     1.35363    0.558458    0.103836
         402     1.35423    0.560437    0.103597
         403     1.35622    0.562412    0.103358
         404     1.35885    0.564383    0.103121
         405     1.36186    0.566352    0.102886
         406     1.36571    0.568321    0.102651
         407     1.37129    0.570294    0.102418
         408     1.37737    0.572272    0.102186
         409     1.38385    0.574256    0.101955
         410     1.39088    0.576248    0.101726
         411     1.39838    0.578249    0.101498
         412     1.40671    0.580259    0.101272
         413     1.41477     0.58228    0.101047
         414      1.4227     0.58431    0.100823
         415     1.43013    0.586348    0.100601
         416     1.43764    0.588394     0.10038
         417     1.44487    0.590448     0.10016
         418     1.45269    0.592511   0.0999416
         419     1.45857    0.594578   0.0997244
         420     1.46533    0.596651   0.0995085
         421     1.47002    0.598726   0.0992938
         422     1.47524    0.600803   0.0990802
         423     1.47953     0.60288   0.0988678
         424     1.48314    0.604956   0.0986564
         425     1.48609     0.60703    0.098446
         426     1.48844    0.609099   0.0982367
         427     1.49025    0.611162   0.0980283
         428     1.49088    0.613218   0.0978208
         429     1.49235    0.615267   0.0976142
         430      1.4926    0.617307   0.0974086
         431     1.49343     0.61934   0.0972038
         432     1.49349    0.621363   0.0969998
         433     1.49385    0.623378   0.0967967
         434     1.49484    0.625386   0.0965945
         435     1.49487    0.627385   0.0963931
         436     1.49689     0.62938   0.0961927
         437     1.49807    0.631367   0.0959931
         438     1.49967     0.63335   0.0957944
         439     1.50195    0.635328   0.0955966
         440     1.50614    0.637307   0.0953998
         441     1.50934    0.639285    0.095204
         442     1.51324    0.641262   0.0950091
         443     1.51805    0.643241   0.0948153
         444      1.5223    0.645221   0.0946224
         445     1.52763    0.647204   0.0944305
         446     1.53352    0.649191   0.0942397
         447     1.53968    0.651184   0.0940499
         448      1.5463    0.653182   0.0938612
         449     1.55211    0.655184   0.0936735
         450     1.55899    0.657192   0.0934869
         451     1.56593    0.659207   0.0933013
         452     1.57191    0.661226   0.0931168
         453     1.57881    0.663252   0.0929332
         454     1.58515    0.665282   0.0927507
         455     1.59113    0.667317   0.0925692
         456     1.59745    0.669357   0.0923887
         457     1.60359    0.671401   0.0922091
         458      1.6093    0.673449   0.0920305
         459     1.61455    0.675499   0.0918528
         460     1.61934    0.677551   0.0916761
         461     1.62411    0.679605   0.0915002
         462     1.62864    0.681659   0.0913252
         463     1.63313    0.683714   0.0911511
         464     1.63735    0.685769   0.0909778
         465     1.64102    0.687823   0.0908053
         466      1.6451    0.689878   0.0906337
         467     1.64813    0.691929   0.0904629
         468      1.6508    0.693978   0.0902928
         469     1.65237    0.696022   0.0901234
         470     1.65353    0.698059   0.0899546
         471     1.65522    0.700091   0.0897866
         472     1.65695    0.702119   0.0896193
         473     1.65772    0.704139   0.0894526
         474     1.65825    0.706152   0.0892865
         475     1.65828    0.708156    0.089121
         476     1.65783    0.710151   0.0889561
         477     1.65618    0.712135   0.0887917
         478     1.65431    0.714106   0.0886278
         479     1.65251    0.716065   0.0884645
         480     1.65034    0.718011   0.0883016
         481     1.64713    0.719943   0.0881391
         482     1.64343    0.721859   0.0879771
         483     1.64028     0.72376   0.0878155
         484     1.63681    0.725647   0.0876543
         485     1.63382    0.727519   0.0874936
         486     1.62996    0.729376   0.0873332
         487     1.62699    0.731219   0.0871734
         488     1.62431    0.733049   0.0870139
         489     1.62222    0.734868    0.086855
         490     1.61937    0.736673   0.0866965
         491     1.61752    0.738467   0.0865385
         492     1.61673    0.740252    0.086381
         493     1.61539    0.742027    0.086224
         494      1.6162    0.743797   0.0860676
         495     1.61752    0.745562   0.0859119
         496     1.61891    0.747322   0.0857567
         497     1.61991    0.749078   0.0856021
         498     1.62417    0.750835   0.0854483
         499      1.6276    0.752592   0.0852951
         500      1.6331    0.754353   0.0851427
         501     1.63972    0.756121   0.0849911
         502     1.64674    0.757895   0.0848403
         503     1.65461    0.759678   0.0846903
         504     1.66285     0.76147   0.0845412
         505      1.6719    0.763272   0.0843931
         506     1.68174    0.765088   0.0842458
         507     1.69258    0.766917   0.0840995
         508      1.7046    0.768763   0.0839542
         509     1.71678    0.770625   0.0838099
         510     1.72931    0.772505   0.0836667
         511     1.74309    0.774404   0.0835245
         512     1.75755    0.776325   0.0833834
         513     1.77214    0.778266   0.0832435
         514     1.78653    0.780227   0.0831046
         515     1.80089    0.782209   0.0829669
         516     1.81585    0.784212   0.0828303
         517     1.83156    0.786238   0.0826948
         518     1.84651    0.788285   0.0825605
         519     1.86158    0.790353   0.0824273
         520     1.87551     0.79244   0.0822952
         521     1.88921    0.794545   0.0821642
         522     1.90285    0.796668   0.0820342
         523     1.91592    0.798808   0.0819053
         524     1.92984    0.800967   0.0817774
         525     1.94362    0.803143   0.0816506
         526     1.95629    0.805336   0.0815248
         527     1.96928    0.807544      0.0814
         528     1.98116    0.809767   0.0812762
         529     1.99288    0.812003   0.0811533
         530     2.00374    0.814252   0.0810313
         531     2.01469    0.816513   0.0809103
         532     2.02502    0.818784   0.0807901
         533     2.03568    0.821067   0.0806707
         534      2.0457    0.823361   0.0805523
         535     2.05483    0.825663   0.0804346
         536     2.06304    0.827971   0.0803176
         537     2.07126    0.830286   0.0802014
         538     2.07873    0.832607   0.0800859
         539      2.0859    0.834932   0.0799711
         540     2.09198     0.83726   0.0798569
         541     2.09789     0.83959   0.0797432
         542     2.10309    0.841921   0.0796302
         543     2.10752    0.844252   0.0795176
         544     2.11137    0.846581   0.0794056
         545     2.11408    0.848907   0.0792939
         546      2.1161    0.851228   0.0791827
         547     2.11641    0.853541   0.0790717
         548     2.11641    0.855845    0.078961
         549     2.11582     0.85814   0.0788505
         550     2.11269    0.860421   0.0787401
         551     2.10893    0.862687   0.0786298
         552       2.105    0.864938   0.0785195
         553     2.09849    0.867169   0.0784092
         554     2.09109    0.869378   0.0782988
         555     2.08306    0.871565   0.0781883
         556     2.07367    0.873727   0.0780775
         557     2.06322    0.875862   0.0779666
         558      2.0522     0.87797   0.0778553
         559     2.03992    0.880049   0.0777438
         560     2.02741    0.882098    0.077632
         561     2.01373    0.884115   0.0775198
         562     1.99893    0.886099   0.0774072
         563      1.9838    0.888048   0.0772943
         564     1.96646     0.88996   0.0771809
         565     1.94888    0.891835    0.077067
         566     1.93161    0.893672   0.0769528
         567     1.91279    0.895469    0.076838
         568     1.89293    0.897225   0.0767228
         569     1.87307     0.89894   0.0766071
         570     1.85278    0.900614    0.076491
         571     1.83161    0.902244   0.0763744
         572     1.80987    0.903831   0.0762574
         573     1.78832    0.905374   0.0761399
         574     1.76724    0.906876   0.0760221
         575     1.74619    0.908336   0.0759039
         576     1.72449    0.909753   0.0757853
         577     1.70191    0.911125   0.0756664
         578     1.67945    0.912455   0.0755472
         579     1.65737    0.913741   0.0754277
         580      1.6352    0.914985   0.0753079
         581     1.61272    0.916186   0.0751878
         582     1.58993    0.917344   0.0750676
         583     1.56756    0.918459   0.0749471
         584     1.54514    0.919532   0.0748264
         585     1.52244    0.920563   0.0747056
         586     1.49921     0.92155   0.0745847
         587     1.47667    0.922496   0.0744636
         588     1.45363    0.923399   0.0743424
         589     1.43178    0.924262   0.0742212
         590     1.40753    0.925081   0.0740999
         591     1.38476    0.925859   0.0739786
         592     1.36302    0.926598   0.0738574
         593      1.3409    0.927296   0.0737361
         594     1.31796    0.927954   0.0736149
         595     1.29618    0.928573   0.0734938
         596     1.27441    0.929153   0.0733728
         597     1.25271    0.929695   0.0732519
         598      1.2314      0.9302   0.0731311
         599     1.21028    0.930667   0.0730105
         600     1.19041      0.9311   0.0728901
         601     1.17087    0.931499   0.0727699
         602     1.15223    0.931866     0.07265
         603     1.13332      0.9322   0.0725303
         604     1.11567    0.932504   0.0724108
         605     1.09859    0.932778   0.0722917
         606     1.08311    0.933026   0.0721728
         607     1.06878     0.93325   0.0720542
         608     1.05491     0.93345    0.071936
         609     1.04225    0.933629   0.0718181
         610     1.03032    0.933787   0.0717005
         611     1.01938    0.933927   0.0715833
         612     1.00942    0.934051   0.0714665
         613     1.00091     0.93416     0.07135
         614     0.99287    0.934255   0.0712338
         615    0.986228     0.93434    0.071118
         616    0.980232    0.934414   0.0710026
         617    0.975316    0.934481   0.0708876
         618    0.970474    0.934539   0.0707729
         619    0.966139     0.93459   0.0706586
         620    0.963457    0.934636   0.0705446
         621    0.960206    0.934678   0.0704311
         622    0.957538    0.934714   0.0703178
         623    0.955636    0.934748    0.070205
         624    0.954443    0.934779   0.0700925
         625    0.954388    0.934811   0.0699803
         626    0.953983    0.934841   0.0698685
         627    0.954152    0.934872   0.0697571
         628    0.955092    0.934904    0.069646
         629    0.956531    0.934939   0.0695353
         630    0.957719    0.934975    0.069425
         631    0.958397    0.935012    0.069315
         632    0.958788     0.93505   0.0692053
         633    0.960091    0.935089    0.069096
         634    0.961098     0.93513    0.068987
         635    0.963253    0.935175   0.0688784
         636    0.965116    0.935222   0.0687701
         637    0.968132    0.935273   0.0686621
         638    0.970146    0.935328   0.0685545
         639     0.97261    0.935386   0.0684473
         640    0.975768    0.935449   0.0683404
         641    0.979382    0.935518   0.0682338
         642    0.982011     0.93559   0.0681275
         643    0.986297    0.935669   0.0680216
         644    0.990312    0.935754   0.0679161
         645    0.994525    0.935845   0.0678108
         646    0.998676    0.935942   0.0677059
         647     1.00323    0.936046   0.0676014
         648     1.00671    0.936156   0.0674971
         649     1.01127    0.936271   0.0673932
         650     1.01565    0.936393   0.0672897
         651     1.02056    0.936523   0.0671864
         652     1.02547    0.936659   0.0670835
         653     1.02939    0.936801   0.0669809
         654     1.03421     0.93695   0.0668787
         655     1.03967    0.937107   0.0667768
         656     1.04405     0.93727   0.0666752
         657     1.04853    0.937439   0.0665739
         658     1.05311    0.937615   0.0664729
         659     1.05705    0.937796   0.0663723
         660     1.06109    0.937983    0.066272
         661     1.06546    0.938176    0.066172
         662      1.0697    0.938375   0.0660724
         663     1.07286    0.938577    0.065973
         664     1.07547    0.938784    0.065874
         665      1.0785    0.938994   0.0657753
         666     1.08175    0.939208   0.0656769
         667     1.08526    0.939427   0.0655788
         668     1.08882    0.939651    0.065481
         669     1.09222    0.939879   0.0653835
         670     1.09596    0.940112   0.0652863
         671     1.10008     0.94035   0.0651895
         672     1.10363    0.940593   0.0650929
         673     1.10735    0.940841   0.0649967
         674     1.11171    0.941094   0.0649007
         675      1.1165    0.941354   0.0648051
         676     1.12169    0.941621   0.0647098
         677     1.12656    0.941894   0.0646148
         678     1.13109    0.942173   0.0645201
         679     1.13597    0.942459   0.0644257
         680     1.14069     0.94275   0.0643316
         681     1.14523    0.943047   0.0642378
         682     1.15026    0.943351   0.0641443
         683     1.15549    0.943662   0.0640512
         684     1.16016    0.943978   0.0639583
         685     1.16471    0.944301   0.0638658
         686     1.16957    0.944629   0.0637735
         687      1.1742    0.944963   0.0636815
         688     1.17736    0.945301   0.0635899
         689     1.18069    0.945643   0.0634985
         690     1.18389    0.945988   0.0634074
         691     1.18693    0.946337   0.0633166
         692     1.18953    0.946688   0.0632261
         693     1.19166    0.947042   0.0631358
         694     1.19353    0.947397   0.0630459
         695     1.19463    0.947752   0.0629562
         696     1.19567    0.948109   0.0628667
         697     1.19592    0.948464   0.0627775
         698     1.19585    0.948819   0.0626886
         699     1.19449     0.94917   0.0625999
         700     1.19355    0.949519   0.0625114
         701     1.19185    0.949865   0.0624232
         702     1.18915    0.950206   0.0623352
         703     1.18574    0.950541   0.0622475
         704     1.18189    0.950869   0.0621599
         705     1.17765    0.951191   0.0620726
         706     1.17379    0.951506   0.0619854
         707     1.16795    0.951813   0.0618985
         708     1.16356    0.952112   0.0618118
         709     1.15854    0.952403   0.0617253
         710      1.1539    0.952687    0.061639
         711     1.14875    0.952962    0.061553
         712     1.14388     0.95323   0.0614671
         713     1.13889    0.953491   0.0613814
         714     1.13384    0.953743    0.061296
         715     1.12904    0.953989   0.0612108
         716     1.12505    0.954228   0.0611257
         717     1.12071     0.95446   0.0610409
         718     1.11681    0.954686   0.0609563
         719     1.11316    0.954906   0.0608719
         720     1.11052    0.955122   0.0607878
         721     1.10871    0.955335   0.0607038
         722      1.1075    0.955546   0.0606201
         723     1.10668    0.955755   0.0605366
         724     1.10651    0.955963   0.0604534
         725     1.10701    0.956172   0.0603704
         726      1.1084    0.956381   0.0602876
         727     1.10924    0.956592    0.060205
         728     1.11265    0.956806   0.0601227
         729     1.11596    0.957024   0.0600406
         730     1.11962    0.957247   0.0599588
         731     1.12457    0.957476   0.0598772
         732     1.12931    0.957711   0.0597959
         733     1.13477    0.957952   0.0597148
         734     1.13993      0.9582   0.0596339
         735     1.14642    0.958456   0.0595533
         736     1.15298    0.958721    0.059473
