#VELOCITY:     AVE_POFV:     PROGR_AVE_POFV:        ERROR:
     2.92271           0           0           0
     3.11127           0           0           0
     3.29983           0           0           0
     3.48839           0           0           0
     3.67696           0           0           0
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809 0.000348566 0.000120214  0.00565363
    0.282843   0.0955556   0.0797531     4.86068
    0.471405  0.00703704   0.0614198     5.91771
    0.659966  0.00222222   0.0566049     4.34894
    0.848528  0.00185185   0.0512191     5.01327
     1.03709  0.00185185   0.0467438     4.36341
     1.22565    0.032963   0.0474074     2.95839
     1.41421   0.0918519   0.0543827     3.84611
     1.60278    0.215926   0.0723457     4.51112
     1.79134    0.102593   0.0252469     1.71623
      1.9799    0.158241    0.026929     2.58976
     2.16846    0.104722   0.0174537     1.72076
     2.35702           0  0.00166667    0.164317
     2.54558           0           0           0
     2.73415           0           0           0
     2.92271           0           0           0
     3.11127           0           0           0
     3.29983           0           0           0
     3.48839           0           0           0
     3.67696           0           0           0
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809 0.000519337 0.000177232  0.00748238
    0.282843    0.129259   0.0868254     4.22588
    0.471405   0.0344444   0.0575661     5.08693
    0.659966   0.0244444   0.0520106     3.75586
    0.848528   0.0211111    0.046918     4.31856
     1.03709   0.0133333   0.0419709     3.77039
     1.22565   0.0144444   0.0426984     2.57911
     1.41421   0.0185185   0.0492593     3.33623
     1.60278   0.0792593   0.0733333     3.86793
     1.79134   0.0996296    0.035873     1.81463
      1.9799    0.301481   0.0661508     4.50638
     2.16846   0.0225926   0.0181878     1.47676
     2.35702   0.0740741   0.0120106     1.04382
     2.54558   0.0951852   0.0135979     1.35963
     2.73415   0.0122222  0.00174603    0.174583
     2.92271  0.00888889  0.00126984     0.12697
     3.11127  0.00481481 0.000687831   0.0687752
     3.29983  0.00962963  0.00137566     0.13755
     3.48839  0.00555556 0.000793651    0.079356
     3.67696           0           0           0
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809 0.000569571 0.000226274  0.00821044
    0.282843   0.0777778   0.0856944     3.69941
    0.471405   0.0722222   0.0593981     4.45491
    0.659966   0.0640741   0.0535185     3.28991
    0.848528   0.0662963   0.0493403     3.78665
     1.03709   0.0511111   0.0431134     3.30111
     1.22565   0.0338889   0.0415972     2.25946
     1.41421   0.0305556   0.0469213     2.92874
     1.60278   0.0155556   0.0661111      3.4622
     1.79134   0.0288889       0.035     1.59025
      1.9799   0.0933333   0.0695486       3.958
     2.16846    0.178889   0.0382755     2.40582
     2.35702    0.108889   0.0241204     1.52672
     2.54558   0.0366667   0.0164815     1.22483
     2.73415   0.0255556  0.00472222     0.33725
     2.92271   0.0259259  0.00435185    0.330587
     3.11127   0.0118519  0.00208333    0.153287
     3.29983        0.01   0.0024537    0.162317
     3.48839   0.0466667  0.00652778    0.583435
     3.67696  0.00407407 0.000509259   0.0514478
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809 0.000684482 0.000277186  0.00895195
    0.282843   0.0503704   0.0817695     3.31256
    0.471405   0.0651852   0.0600412     3.96046
    0.659966   0.0603704   0.0542798     2.92539
    0.848528        0.05   0.0494136     3.36592
     1.03709   0.0577778   0.0447428     2.93901
     1.22565    0.072963   0.0450823     2.03952
     1.41421   0.0633333   0.0487449     2.60994
     1.60278   0.0706481   0.0666152     3.07794
     1.79134   0.0590741   0.0376749     1.43956
      1.9799   0.0665741   0.0692181     3.51838
     2.16846   0.0973148   0.0448354     2.24039
     2.35702      0.1075   0.0333848     1.65274
     2.54558  0.00111111   0.0147737     1.10253
     2.73415  0.00148148  0.00436214    0.302012
     2.92271  0.00222222  0.00411523    0.294841
     3.11127   0.0111111  0.00308642    0.170287
     3.29983   0.0151852  0.00386831    0.203875
     3.48839        0.01  0.00691358    0.520095
     3.67696   0.0222222  0.00292181    0.249875
     3.86552   0.0337037  0.00374486    0.381314
     4.05408   0.0688889  0.00765432    0.779389
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809 0.000765881 0.000326056  0.00948588
    0.282843  0.00925926   0.0745185     3.07248
    0.471405   0.0037037   0.0544074     3.61085
    0.659966   0.0314815       0.052     2.64319
    0.848528   0.0686111   0.0513333     3.03571
     1.03709      0.0625   0.0465185     2.65136
     1.22565   0.0225926   0.0428333     1.84997
     1.41421   0.0437037   0.0482407     2.34951
     1.60278    0.155185   0.0754722     2.91499
     1.79134    0.103333   0.0442407     1.45984
      1.9799   0.0514815   0.0674444     3.17175
     2.16846   0.0506481   0.0454167     2.01723
     2.35702   0.0597222   0.0360185     1.51175
     2.54558     0.12963   0.0262593      1.5393
     2.73415   0.0844444   0.0123704    0.864355
     2.92271  0.00444444  0.00414815    0.265378
     3.11127        0.01  0.00377778    0.168836
     3.29983  0.00925926  0.00440741     0.19162
     3.48839  0.00990741  0.00721296    0.469089
     3.67696   0.0323148  0.00586111    0.375856
     3.86552    0.027037  0.00607407    0.418003
     4.05408   0.0062963  0.00751852    0.701588
     4.24264  0.00666667 0.000666667   0.0683052
      4.4312   0.0177778  0.00177778    0.182147
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809 0.000621023 0.000352871  0.00905482
    0.282843   0.0523148      0.0725     2.80089
    0.471405   0.0412963   0.0532155     3.28489
    0.659966   0.0638889   0.0530808     2.40548
    0.848528   0.0755556   0.0535354     2.76904
     1.03709   0.0955556   0.0509764     2.45365
     1.22565   0.0496296   0.0434512       1.683
     1.41421    0.124074   0.0551347      2.2508
     1.60278   0.0659259   0.0746044      2.6515
     1.79134   0.0388889   0.0437542     1.32807
      1.9799   0.0391667   0.0648737     2.89554
     2.16846    0.030463   0.0440572     1.83918
     2.35702   0.0318519   0.0356397     1.37487
     2.54558    0.060463   0.0293687     1.43553
     2.73415   0.0506481   0.0158502    0.863624
     2.92271   0.0462963   0.0079798    0.462472
     3.11127   0.0274074  0.00592593    0.269238
     3.29983  0.00296296  0.00427609    0.174724
     3.48839  0.00407407  0.00692761    0.427456
     3.67696  0.00407407  0.00569865    0.342097
     3.86552  0.00518519  0.00599327    0.380094
     4.05408   0.0062963  0.00740741     0.63791
     4.24264   0.0107407  0.00158249    0.112914
      4.4312   0.0307407  0.00441077    0.317696
     4.61976 0.000740741 6.73401e-05  0.00693427
     4.80833 0.000740741 6.73401e-05  0.00693427
     4.99689 0.000740741 6.73401e-05  0.00693427
     5.18545  0.00111111  0.00010101   0.0104014
     5.37401  0.00101852 9.25926e-05  0.00953463
     5.56257   0.0012037 0.000109428   0.0112682
   0.0942809 0.000804757 0.000390528  0.00916822
    0.282843   0.0714815   0.0724151     2.56749
    0.471405  0.00851852   0.0494907     3.03568
    0.659966   0.0140741   0.0498302     2.23049
    0.848528   0.0148148   0.0503086     2.56012
     1.03709   0.0242593     0.04875     2.26093
     1.22565   0.0268519   0.0420679     1.54936
     1.41421     0.12037    0.060571     2.13844
     1.60278   0.0685185   0.0740972     2.43111
     1.79134   0.0437037     0.04375      1.2174
      1.9799   0.0233333    0.061412     2.67827
     2.16846   0.0288889   0.0427932     1.69098
     2.35702   0.0362963   0.0356944     1.26031
     2.54558   0.0911111   0.0345139     1.41938
     2.73415    0.077037   0.0209491    0.951156
     2.92271    0.108889   0.0163889    0.967358
     3.11127     0.13963   0.0170679     1.17824
     3.29983  0.00111111  0.00401235    0.162469
     3.48839 0.000740741  0.00641204    0.395445
     3.67696  0.00111111  0.00531636    0.316071
     3.86552  0.00111111  0.00558642     0.35095
     4.05408 0.000740741  0.00685185    0.587566
     4.24264  0.00111111  0.00154321    0.103584
      4.4312  0.00148148  0.00416667    0.292314
     4.61976  0.00148148 0.000185185   0.0137437
     4.80833  0.00111111 0.000154321   0.0110135
     4.99689  0.00148148 0.000185185   0.0137437
     5.18545  0.00222222 0.000277778   0.0206155
     5.37401  0.00148148 0.000208333   0.0148195
     5.56257  0.00296296 0.000347222   0.0266699
   0.0942809 0.000684727 0.000413159  0.00878271
    0.282843   0.0266667    0.068896     2.39796
    0.471405   0.0418519   0.0489031     2.80283
    0.659966   0.0296296   0.0482764     2.06522
    0.848528    0.027037   0.0485185     2.37047
     1.03709   0.0251852   0.0469373     2.09547
     1.22565   0.0174074   0.0401709     1.44366
     1.41421   0.0188889   0.0573647     2.00179
     1.60278   0.0762963   0.0742664     2.24417
     1.79134    0.190926   0.0550712     1.62567
      1.9799       0.095   0.0639957     2.48674
     2.16846   0.0785185   0.0455413     1.58673
     2.35702   0.0837037   0.0393875     1.22485
     2.54558    0.067037   0.0370157     1.33567
     2.73415        0.11   0.0277991     1.12964
     2.92271   0.0366667   0.0179487    0.907495
     3.11127   0.0144444   0.0168661     1.08781
     3.29983   0.0522222   0.0077208    0.412992
     3.48839           0   0.0059188    0.368596
     3.67696           0  0.00490741    0.294827
     3.86552           0   0.0051567    0.327008
     4.05408           0  0.00632479    0.545119
     4.24264           0   0.0014245   0.0964061
      4.4312           0  0.00384615     0.27187
     4.61976           0  0.00017094   0.0127723
     4.80833           0  0.00014245   0.0102406
     4.99689           0  0.00017094   0.0127723
     5.18545           0  0.00025641   0.0191584
     5.37401           0 0.000192308   0.0137803
     5.56257           0 0.000320513   0.0247739
   0.0942809 0.000641677 0.000429482  0.00833042
    0.282843    0.012963   0.0649008     2.26516
    0.471405   0.0502778   0.0490013     2.60265
    0.659966   0.0121296   0.0456944     1.93644
    0.848528    0.012037   0.0459127      2.2178
     1.03709    0.112037   0.0515873     2.00507
     1.22565    0.141574    0.047414     1.53794
     1.41421     0.13537   0.0629365     1.94715
     1.60278   0.0980556   0.0759656     2.09136
     1.79134    0.123333   0.0599471     1.59256
      1.9799   0.0289815   0.0614947     2.32374
     2.16846   0.0269444    0.044213     1.47987
     2.35702   0.0111111   0.0373677     1.15662
     2.54558   0.0266667   0.0362765     1.24265
     2.73415   0.0377778   0.0285119     1.05157
     2.92271   0.0388889   0.0194444    0.856931
     3.11127   0.0344444   0.0181217     1.01853
     3.29983   0.0166667  0.00835979    0.389216
     3.48839  0.00722222   0.0060119    0.342405
     3.67696  0.00722222  0.00507275    0.274308
     3.86552  0.00888889  0.00542328    0.304915
     4.05408   0.0144444  0.00690476    0.509768
     4.24264        0.04  0.00417989    0.300406
      4.4312           0  0.00357143    0.254064
     4.61976           0  0.00015873   0.0119279
     4.80833           0 0.000132275  0.00956793
     4.99689           0  0.00015873   0.0119279
     5.18545           0 0.000238095   0.0178918
     5.37401           0 0.000178571   0.0128756
     5.56257           0 0.000297619   0.0231274
   0.0942809 0.000466312 0.000431937  0.00777927
    0.282843   0.0133333    0.061463     2.14437
    0.471405   0.0159259   0.0467963     2.44001
    0.659966   0.0251852   0.0443272     1.81296
    0.848528   0.0808333   0.0482407     2.08415
     1.03709    0.131667   0.0569259     1.95254
     1.22565      0.1075   0.0514198     1.49502
     1.41421    0.128611   0.0673148     1.87388
     1.60278    0.153889   0.0811605     2.02579
     1.79134   0.0393519   0.0585741     1.49327
      1.9799    0.079537   0.0626975     2.17245
     2.16846   0.0738889   0.0461914     1.39655
     2.35702   0.0683333   0.0394321     1.10079
     2.54558   0.0208333   0.0352469     1.16477
     2.73415  0.00555556   0.0269815    0.994369
     2.92271  0.00444444   0.0184444    0.806579
     3.11127  0.00555556    0.017284    0.954634
     3.29983  0.00555556  0.00817284    0.363792
     3.48839  0.00666667  0.00605556    0.319611
     3.67696  0.00777778  0.00525309    0.256712
     3.86552  0.00888889  0.00565432    0.285607
     4.05408   0.0111111  0.00718519    0.476682
     4.24264           0  0.00390123    0.281882
      4.4312           0  0.00333333    0.238424
     4.61976           0 0.000148148   0.0111873
     4.80833           0 0.000123457  0.00897734
     4.99689           0 0.000148148   0.0111873
     5.18545           0 0.000222222   0.0167809
     5.37401           0 0.000166667   0.0120812
     5.56257           0 0.000277778   0.0216846
   0.0942809 0.000401258  0.00043002  0.00729583
    0.282843  0.00259259   0.0577836     2.04683
    0.471405   0.0556481   0.0473495     2.28824
    0.659966    0.128704   0.0496007     1.78688
    0.848528    0.113796    0.052338     2.00031
     1.03709   0.0493519   0.0564525     1.83117
     1.22565    0.129444   0.0562963     1.49147
     1.41421   0.0256481   0.0647106     1.77774
     1.60278   0.0426852   0.0787558     1.91576
     1.79134    0.133056   0.0632292     1.48216
      1.9799   0.0942593   0.0646701     2.04709
     2.16846   0.0277778   0.0450405     1.31478
     2.35702    0.194444   0.0491204     1.44616
     2.54558           0    0.033044     1.11601
     2.73415           0   0.0252951    0.948753
     2.92271           0   0.0172917    0.765716
     3.11127           0   0.0162037    0.902071
     3.29983           0  0.00766204    0.345212
     3.48839           0  0.00567708    0.302237
     3.67696           0  0.00492477    0.243104
     3.86552           0  0.00530093    0.270294
     4.05408           0  0.00673611     0.44935
     4.24264           0  0.00365741    0.265492
      4.4312           0    0.003125    0.224582
     4.61976           0 0.000138889   0.0105327
     4.80833           0 0.000115741  0.00845484
     4.99689           0 0.000138889   0.0105327
     5.18545           0 0.000208333    0.015799
     5.37401           0  0.00015625   0.0113784
     5.56257           0 0.000260417   0.0204102
   0.0942809 0.000306289 0.000422741  0.00690887
    0.282843    0.108519    0.060768     1.95164
    0.471405   0.0624074   0.0482353     2.15563
    0.659966   0.0850926   0.0516885     1.69593
    0.848528   0.0062037   0.0496242       1.904
     1.03709    0.017963   0.0541885     1.73971
     1.22565    0.185093   0.0638725     1.61264
     1.41421    0.185556   0.0718192     1.83145
     1.60278   0.0944444   0.0796786     1.80566
     1.79134   0.0158333   0.0604412     1.42523
      1.9799    0.139074   0.0690468      1.9805
     2.16846   0.0916667   0.0477832     1.27037
     2.35702           0   0.0462309     1.39436
     2.54558           0   0.0311002     1.06992
     2.73415           0   0.0238072    0.906451
     2.92271           0   0.0162745    0.728512
     3.11127           0   0.0152505    0.854861
     3.29983           0  0.00721133    0.328319
     3.48839           0  0.00534314    0.286603
     3.67696           0  0.00463508    0.230808
     3.86552           0  0.00498911    0.256484
     4.05408           0  0.00633987     0.42495
     4.24264           0  0.00344227    0.250889
      4.4312           0  0.00294118    0.212247
     4.61976           0 0.000130719  0.00995001
     4.80833           0 0.000108932  0.00798941
     4.99689           0 0.000130719  0.00995001
     5.18545           0 0.000196078    0.014925
     5.37401           0 0.000147059   0.0107523
     5.56257           0 0.000245098   0.0192766
   0.0942809 0.000216847 0.000411303  0.00663458
    0.282843   0.0878704   0.0622737     1.84998
    0.471405    0.147037   0.0537243     2.11582
    0.659966    0.087963   0.0537037     1.61562
    0.848528   0.0630556   0.0503704     1.79992
     1.03709   0.0477778   0.0538323     1.64348
     1.22565    0.253426   0.0744033     1.88184
     1.41421   0.0405556   0.0700823     1.73928
     1.60278   0.0962037   0.0805967     1.70806
     1.79134    0.157222   0.0658179     1.45956
      1.9799  0.00111111   0.0652726     1.91196
     2.16846           0   0.0451286     1.23172
     2.35702           0   0.0436626      1.3442
     2.54558           0   0.0293724     1.02662
     2.73415           0   0.0224846    0.867275
     2.92271           0   0.0153704    0.694552
     3.11127           0   0.0144033    0.812251
     3.29983           0   0.0068107    0.312918
     3.48839           0   0.0050463    0.272467
     3.67696           0  0.00437757    0.219654
     3.86552           0  0.00471193    0.243975
     4.05408           0  0.00598765    0.403041
     4.24264           0  0.00325103      0.2378
      4.4312           0  0.00277778    0.201188
     4.61976           0 0.000123457  0.00942809
     4.80833           0 0.000102881  0.00757224
     4.99689           0 0.000123457  0.00942809
     5.18545           0 0.000185185   0.0141421
     5.37401           0 0.000138889   0.0101911
     5.56257           0 0.000231481   0.0182616
   0.0942809 0.000189191 0.000399613  0.00640439
    0.282843    0.139259   0.0663255     1.80363
    0.471405   0.0511111   0.0535867     2.00451
    0.659966   0.0397222   0.0529678     1.53254
    0.848528    0.185648   0.0574903     1.86221
     1.03709    0.155833   0.0592008      1.6561
     1.22565   0.0399074   0.0725877     1.79298
     1.41421    0.212963   0.0776023     1.82755
     1.60278    0.160556   0.0848051     1.67755
     1.79134           0   0.0623538     1.42989
      1.9799           0   0.0618372     1.84698
     2.16846           0   0.0427534     1.19331
     2.35702           0   0.0413645     1.29616
     2.54558           0   0.0278265    0.986073
     2.73415           0   0.0213012    0.830993
     2.92271           0   0.0145614    0.663469
     3.11127           0   0.0136452    0.773616
     3.29983           0  0.00645224    0.298833
     3.48839           0   0.0047807    0.259632
     3.67696           0  0.00414717    0.209498
     3.86552           0  0.00446394      0.2326
     4.05408           0  0.00567251    0.383263
     4.24264           0  0.00307992    0.226001
      4.4312           0  0.00263158    0.191218
     4.61976           0 0.000116959  0.00895795
     4.80833           0 9.74659e-05  0.00719625
     4.99689           0 0.000116959  0.00895795
     5.18545           0 0.000175439   0.0134369
     5.37401           0 0.000131579  0.00968523
     5.56257           0 0.000219298   0.0173478
   0.0942809 0.000195441 0.000389404  0.00617834
    0.282843   0.0407407   0.0650463     1.71873
    0.471405    0.049537   0.0533843     1.90441
    0.659966    0.160278   0.0583333     1.56163
    0.848528    0.227037   0.0659676     1.98143
     1.03709   0.0694444    0.059713     1.57422
     1.22565   0.0260185   0.0702593     1.72087
     1.41421    0.313333   0.0893889     2.13393
     1.60278   0.0938889   0.0852593     1.59438
     1.79134   0.0147222   0.0599722     1.38133
      1.9799           0   0.0587454     1.78456
     2.16846           0   0.0406157     1.15576
     2.35702           0   0.0392963     1.25045
     2.54558           0   0.0264352    0.948149
     2.73415           0   0.0202361    0.797364
     2.92271           0   0.0138333    0.634938
     3.11127           0    0.012963    0.738436
     3.29983           0  0.00612963    0.285916
     3.48839           0  0.00454167    0.247931
     3.67696           0  0.00393981    0.200217
     3.86552           0  0.00424074    0.222216
     4.05408           0  0.00538889    0.365322
     4.24264           0  0.00292593    0.215312
      4.4312           0      0.0025    0.182184
     4.61976           0 0.000111111  0.00853229
     4.80833           0 9.25926e-05  0.00685565
     4.99689           0 0.000111111  0.00853229
     5.18545           0 0.000166667   0.0127984
     5.37401           0    0.000125    0.009227
     5.56257           0 0.000208333   0.0165208
   0.0942809 0.000231812   0.0003819  0.00593706
    0.282843   0.0127778   0.0625573     1.65777
    0.471405  0.00648148   0.0511508     1.82893
    0.659966    0.285556   0.0691534     1.87416
    0.848528   0.0440741    0.064925     1.89027
     1.03709         0.1   0.0616314     1.51283
     1.22565    0.228148   0.0777778     1.82045
     1.41421    0.116296   0.0906702      2.0368
     1.60278   0.0674074   0.0844092      1.5211
     1.79134   0.0233333   0.0582275     1.32835
      1.9799   0.0344444   0.0575882     1.70395
     2.16846   0.0533333   0.0412213     1.10257
     2.35702           0    0.037425     1.20713
     2.54558           0   0.0251764    0.912694
     2.73415           0   0.0192725    0.766156
     2.92271           0   0.0131746    0.608675
     3.11127           0   0.0123457    0.706276
     3.29983           0  0.00583774    0.274033
     3.48839           0   0.0043254    0.237222
     3.67696           0   0.0037522    0.191705
     3.86552           0   0.0040388    0.212702
     4.05408           0  0.00513228    0.348975
     4.24264           0   0.0027866    0.205584
      4.4312           0  0.00238095    0.173962
     4.61976           0  0.00010582   0.0081451
     4.80833           0 8.81834e-05  0.00654571
     4.99689           0  0.00010582   0.0081451
     5.18545           0  0.00015873   0.0122177
     5.37401           0 0.000119048  0.00880998
     5.56257           0 0.000198413   0.0157688
   0.0942809 0.000208784 0.000374031  0.00572769
    0.282843   0.0203704   0.0606397      1.5953
    0.471405   0.0230556   0.0498737     1.75099
    0.659966    0.241759   0.0769992     1.97124
    0.848528   0.0416667   0.0638678     1.80779
     1.03709   0.0563889   0.0613931     1.44428
     1.22565    0.288611   0.0873611     2.01051
     1.41421    0.131852   0.0925421     1.95423
     1.60278    0.110648   0.0856019     1.45741
     1.79134      0.0075   0.0559217      1.2911
      1.9799   0.0113889   0.0554882     1.64152
     2.16846   0.0197222   0.0402441      1.0575
     2.35702           0   0.0357239     1.16616
     2.54558           0    0.024032    0.879537
     2.73415           0   0.0183965    0.737149
     2.92271           0   0.0125758    0.584434
     3.11127           0   0.0117845    0.676767
     3.29983           0  0.00557239    0.263071
     3.48839           0  0.00412879    0.227388
     3.67696           0  0.00358165    0.183874
     3.86552           0  0.00385522    0.203955
     4.05408           0  0.00489899    0.334021
     4.24264           0  0.00265993    0.196694
      4.4312           0  0.00227273    0.166446
     4.61976           0  0.00010101  0.00779142
     4.80833           0 8.41751e-05  0.00626248
     4.99689           0  0.00010101  0.00779142
     5.18545           0 0.000151515   0.0116871
     5.37401           0 0.000113636  0.00842889
     5.56257           0 0.000189394   0.0150821
   0.0942809 0.000230639 0.000367796  0.00551809
    0.282843      0.0475   0.0600684     1.52713
    0.471405   0.0644444   0.0505072      1.6762
    0.659966    0.136667   0.0795934     1.90534
    0.848528    0.108611   0.0658132     1.74136
     1.03709   0.0973148   0.0629549      1.3913
     1.22565    0.272778   0.0954227     2.10318
     1.41421   0.0238889   0.0895572     1.89566
     1.60278   0.0225926   0.0828623     1.42376
     1.79134   0.0349074   0.0550081     1.23873
      1.9799   0.0907407   0.0570209     1.57847
     2.16846   0.0474074   0.0405556     1.01205
     2.35702  0.00611111   0.0344364     1.12371
     2.54558           0   0.0229871    0.848504
     2.73415           0   0.0175966    0.710143
     2.92271           0    0.012029       0.562
     3.11127           0   0.0112721    0.649601
     3.29983           0  0.00533011    0.252931
     3.48839           0  0.00394928    0.218326
     3.67696           0  0.00342593    0.176647
     3.86552           0   0.0036876    0.195889
     4.05408           0  0.00468599    0.320289
     4.24264           0  0.00254428    0.188538
      4.4312           0  0.00217391    0.159551
     4.61976           0 9.66184e-05  0.00746709
     4.80833           0 8.05153e-05  0.00600266
     4.99689           0 9.66184e-05  0.00746709
     5.18545           0 0.000144928   0.0112006
     5.37401           0 0.000108696  0.00807929
     5.56257           0 0.000181159   0.0144526
   0.0942809 0.000258212  0.00036323  0.00531016
    0.282843   0.0361111   0.0590702      1.4673
    0.471405   0.0144444   0.0490046     1.61419
    0.659966     0.12713   0.0815741     1.83792
    0.848528   0.0199074   0.0639005     1.68101
     1.03709    0.124167   0.0655054     1.36032
     1.22565     0.26213    0.102369     2.14517
     1.41421    0.127407   0.0911343     1.82431
     1.60278   0.0749074   0.0825309     1.36488
     1.79134   0.0680556   0.0555517     1.18851
      1.9799   0.0444444   0.0564969     1.51372
     2.16846           0   0.0388657    0.986201
     2.35702   0.0133333   0.0335571      1.0809
     2.54558   0.0237037    0.023017    0.813156
     2.73415           0   0.0168634    0.684954
     2.92271           0   0.0115278    0.541183
     3.11127           0   0.0108025    0.624512
     3.29983           0  0.00510802    0.243527
     3.48839           0  0.00378472    0.209951
     3.67696           0  0.00328318    0.169958
     3.86552           0  0.00353395    0.188429
     4.05408           0  0.00449074    0.307637
     4.24264           0  0.00243827     0.18103
      4.4312           0  0.00208333    0.153203
     4.61976           0 9.25926e-05   0.0071686
     4.80833           0 7.71605e-05  0.00576347
     4.99689           0 9.25926e-05   0.0071686
     5.18545           0 0.000138889   0.0107529
     5.37401           0 0.000104167  0.00775744
     5.56257           0 0.000173611   0.0138733
   0.0942809 0.000198139 0.000356627  0.00514543
